user_id,city,age,gender,membership_level,registration_date,phone_number,last_login_date,user_source,remarks
43,南昌,41.0,female,黄金,2023-11-22,147053773515,2026-02-23,分享链接,
44,南昌,47.0,male,普通,2026.13.01,166318393352,2026-02-26,自然搜索,
45,南昌,29.0,male,普通,2025-03-21,177681177589,2026-03-04,广告,备注6
46,深圳,19.0,female,普通,2024-01-08,168212499856,2026-03-03,分享链接,
47,南昌,25.0,male,黄金,2024-02-23,157545271111,2026-02-17,分享链接,备注72
48,深圳,44.0,female,黄金,2024-04-11,139731585149,2026-03-09,,备注80
49,南昌,60.0,female,金卡,2024-04-24,139961201836,2026-03-15,广告,
50,南昌,27.0,male,普通,2024-01-10,162156149784,,直接访问,备注8
51,,31.0,female,普通,2024-11-25,162851606071,2026-02-28,直接访问,
52,深圳,43.0,,黄金,2024-04-01,145696816453,2026-03-26,自然搜索,
53,南昌,40.0,male,普通,2023-06-05,170779979955,2026-04-01,直接访问,
54,深圳,40.0,female,普通,2023-06-16,169986798079,2026-03-16,,
55,南昌,39.0,male,普通,2024-01-13,153546659051,2026-03-01,直接访问,
56,南昌,55.0,female,黄金,2023-04-12,154528168505,2026-03-23,分享链接,备注63
57,南昌,36.0,male,普通,2023-05-30,138962229270,2026-02-21,广告,备注79
58,深圳,33.0,female,普通,2024-01-11,154886239240,2026-02-09,分享链接,
59,南昌,28.0,male,普通,2024-04-14,155853615305,2026-02-11,分享链接,
60,深圳,48.0,male,普通,2025-03-18,165986143410,2026-02-24,,
61,深圳,19.0,male,普通,2026.13.01,172185188888,,直接访问,
62,深圳,19.0,male,黄金,2024-05-01,151277221704,2026-02-14,广告,备注41
63,深圳,52.0,male,普通,2023-06-05,153667652775,2026-03-03,分享链接,备注94
64,深圳,29.0,female,普通,2024-01-26,158059640165,2026-02-17,广告,备注19
65,深圳,,female,铂金,2025-02-30,153719285654,2026-03-29,自然搜索,
66,深圳,25.0,female,普通,2023-11-21,134727155188,2026-03-17,广告,
67,南昌,50.0,male,普通,2023-08-29,165291146786,2026-02-12,,
68,南昌,61.0,male,黄金,2024-11-25,133182422535,2026-03-03,分享链接,备注33
69,深圳,37.0,male,普通,2023-06-02,151900109439,2026-02-24,自然搜索,
70,深圳,37.0,female,普通,2023-11-28,139555625881,2026-03-07,自然搜索,
71,南昌,,female,黄金,2023-08-24,140787747016,2026-03-21,广告,
72,,56.0,female,普通,2024-07-10,153060983584,2026-03-04,直接访问,
73,南昌,24.0,female,普通,2024-02-20,138578729825,2026-03-16,广告,
74,深圳,50.0,female,普通,2023-05-18,149097499309,2026-03-03,,
75,南昌,,male,普通,2024-09-10,188702838578,2026-03-25,直接访问,备注44
76,深圳,30.0,female,普通,2024-06-15,161575844198,2026-03-11,分享链接,备注19
77,深圳,23.0,female,黄金,2024-07-03,138199330833,2026-03-10,分享链接,
78,南昌,0.0,female,普通,2023-06-15,,2026-02-23,,
79,南昌,29.0,male,普通,2024-09-28,189400499154,2026-02-23,,
80,南昌,47.0,male,黄金,2025-03-23,166329668516,2026-03-25,广告,
81,南昌,33.0,female,普通,,133174268414,2026-03-22,广告,备注62
82,深圳,53.0,male,黄金,2023-10-16,134910883982,2026-02-10,,
83,深圳,50.0,male,普通,2023-12-20,131640391065,2026-03-02,自然搜索,备注9
84,深圳,,male,铂金,2024-03-11,154618251286,2026-02-18,广告,备注97
85,,61.0,female,黄金,2024-06-28,178106903311,2026-03-08,,
86,南昌,43.0,male,黄金,2024-08-10,150995342836,2026-04-02,,备注95
87,深圳,21.0,female,普通,2024-03-17,145342708668,2026-03-12,广告,
88,南昌,41.0,male,,2025-02-25,178983735403,2026-02-17,自然搜索,
89,南昌,63.0,male,黄金,2024-04-04,186771753556,,广告,
90,,55.0,female,普通,2024-07-29,173547772522,2026-03-05,广告,备注70
91,南昌,22.0,male,普通,2023-04-13,159509977008,2026-04-05,自然搜索,
92,深圳,200.0,male,普通,2023-10-15,180615679334,2026-02-10,自然搜索,
93,南昌,42.0,female,,2025-02-30,171591803397,2026-02-05,自然搜索,
94,南昌,38.0,,普通,2025-01-18,166685621850,2026-03-22,自然搜索,
95,深圳,38.0,,铂金,2024-03-18,172619431142,2026-02-14,广告,
96,南昌,37.0,female,普通,2023-10-30,138001380000,2026-02-26,,
97,南昌,42.0,male,普通,2024-06-02,140646471543,2026-03-05,,
98,南昌,43.0,female,普通,2023-06-10,150937526547,2026-02-14,广告,
99,深圳,54.0,male,普通,2023-04-12,183167243426,2026-04-01,直接访问,备注62
100,深圳,41.0,male,普通,2023-07-19,,2026-02-21,直接访问,备注43
101,深圳,24.0,male,普通,2023-11-11,160146112545,2026-03-23,,
102,深圳,46.0,female,,,181238282586,2026-03-22,直接访问,
103,深圳,65.0,male,普通,2025-02-30,181191825537,2026-02-22,直接访问,
104,深圳,55.0,female,黄金,2024-06-06,173251341252,2026-03-10,,
105,南昌,52.0,male,普通,2024-01-01,130723688767,2026-02-11,直接访问,
106,南昌,32.0,female,普通,2023-11-16,137485807836,2026-02-11,广告,
107,深圳,23.0,male,普通,2024-04-12,157292330958,2026-03-02,广告,
108,深圳,50.0,male,黄金,2024-06-27,185232536729,2026-02-24,直接访问,
109,南昌,65.0,female,普通,2025-01-01,172518636374,2026-03-18,分享链接,
110,深圳,61.0,male,黄金,2024-10-27,123-4567-8901,2026-02-20,广告,备注39
111,深圳,41.0,female,黄金,2023-04-21,135103712938,2026-04-05,自然搜索,
112,深圳,48.0,female,黄金,2024-06-04,178221890927,2026-03-23,广告,备注79
113,南昌,24.0,male,普通,2024-11-14,145899940438,2026-03-24,直接访问,
114,南昌,25.0,male,铂金,2024-11-22,156582710910,2026-04-03,自然搜索,备注51
115,深圳,43.0,male,普通,2024-10-29,170146303161,2026-02-26,自然搜索,
116,南昌,63.0,male,铂金,2024-07-15,179410564814,2026-02-28,自然搜索,
117,南昌,54.0,male,普通,2024-08-16,123456,2026-03-06,分享链接,
118,南昌,63.0,female,普通,2025-01-17,173023806174,2026-03-17,分享链接,
119,深圳,54.0,male,普通,2024-09-18,180320603850,2026-04-05,直接访问,备注94
120,南昌,33.0,male,普通,2024-08-12,174571918261,2026-04-02,直接访问,
121,深圳,38.0,female,黄金,2025-01-20,179912127756,2026-03-14,广告,
122,南昌,61.0,male,黄金,2024-04-07,149420678831,2026-02-13,广告,
123,南昌,43.0,male,普通,,158215107029,2026-02-18,直接访问,
124,深圳,31.0,female,黄金,2025-02-30,186870146263,2026-02-13,,
125,南昌,63.0,female,普通,2025-03-11,187407859321,2026-03-21,分享链接,
126,南昌,32.0,female,黄金,2023-08-09,152905992937,2026-03-25,直接访问,
127,南昌,200.0,,普通,2024-05-10,,2026-02-19,广告,
128,深圳,41.0,female,普通,2024-01-15,171528953926,2026-02-20,分享链接,
129,深圳,54.0,,铂金,2023-09-05,151135521570,2026-03-21,自然搜索,
130,南昌,,female,黄金,2023-09-25,180932710405,2026-03-30,自然搜索,
131,南昌,53.0,male,铂金,2024-01-21,186620153368,2026-02-18,,
132,南昌,43.0,female,普通,2023-05-30,136032417146,2026-02-07,分享链接,
133,南昌,42.0,female,,2024-07-05,174115869380,2026-02-12,,
134,深圳,33.0,male,黄金,2025-02-30,141233206163,2026-02-24,广告,备注34
135,南昌,53.0,female,普通,,180616229991,2026-02-28,自然搜索,
136,深圳,34.0,female,普通,2023-07-13,132653074505,2026-03-17,分享链接,
137,南昌,32.0,female,普通,2025-01-05,182678508214,2026-03-11,广告,
138,南昌,30.0,male,,2024-09-15,162610357972,2026-03-06,,
139,深圳,62.0,male,普通,2024-08-23,147680072290,2026-02-26,分享链接,
140,深圳,42.0,female,普通,2024-02-25,138001380000,2026-02-26,,
141,深圳,,female,普通,2024-06-05,145096520744,2026-03-11,直接访问,
142,南昌,63.0,female,黄金,2023-06-03,136724825135,2026-02-09,分享链接,
143,深圳,36.0,male,黄金,2025-01-24,137684602235,2026-02-28,直接访问,
144,南昌,49.0,male,普通,2024-10-16,180129666676,,,
145,南昌,51.0,male,普通,2024-11-25,149210447898,2026-02-08,广告,
146,深圳,28.0,female,SVIP,2025-03-15,153064890901,2026-04-04,自然搜索,
147,深圳,34.0,male,黄金,invalid_date,147992618914,2026-03-30,直接访问,
148,深圳,30.0,female,普通,2023-12-01,123456,2026-02-11,,
149,南昌,22.0,male,黄金,2024-07-10,141045561100,2026-02-22,广告,
150,深圳,23.0,female,普通,2024-03-08,156212021697,2026-02-21,直接访问,
151,深圳,61.0,male,普通,2025-02-01,175899358891,2026-02-18,广告,
152,深圳,53.0,male,SVIP,2023-11-16,161535408386,2026-03-21,自然搜索,
153,深圳,49.0,male,黄金,invalid_date,130199488375,2026-04-02,广告,备注43
154,深圳,41.0,male,黄金,2026.13.01,148885102726,2026-02-25,广告,
155,深圳,30.0,male,普通,2024-12-01,172982708086,2026-03-06,,
156,南昌,26.0,female,普通,2024-07-26,148722698485,2026-02-05,,
157,深圳,61.0,male,黄金,2024-04-11,172684608106,2026-02-22,自然搜索,
158,南昌,61.0,male,普通,2023-12-30,177838638406,2026-02-14,分享链接,备注7
159,,57.0,female,铂金,2023-08-13,179347212281,2026-03-09,分享链接,
160,深圳,200.0,male,,2023-07-06,161985158328,2026-03-04,广告,
161,南昌,31.0,female,普通,2023-09-10,130157399305,2026-02-14,自然搜索,
162,深圳,150.0,female,普通,2025-01-12,179880133613,2026-02-20,直接访问,
163,南昌,150.0,,普通,2024-08-16,158665061809,2026-02-17,,
164,深圳,24.0,female,普通,2023-05-31,,2026-03-22,广告,
165,深圳,27.0,female,普通,2025-02-23,,2026-03-02,,备注40
166,深圳,59.0,male,普通,2024-10-03,133878141413,2026-03-05,分享链接,
167,南昌,57.0,male,普通,2023-08-17,181562053364,2026-03-28,分享链接,备注60
168,深圳,24.0,male,黄金,2024-07-11,176108099693,2026-03-01,分享链接,
169,深圳,27.0,male,普通,2023-11-10,162039282722,2026-02-28,广告,
170,深圳,,male,,2024-09-07,154770051844,2026-02-28,广告,
171,南昌,42.0,male,普通,2023-11-30,abcdefg,2026-03-22,自然搜索,
172,南昌,41.0,male,普通,2023-05-16,140603029922,2026-04-03,,
173,南昌,43.0,male,黄金,2024-08-28,185723692929,2026-03-20,广告,
174,深圳,22.0,female,普通,2023-05-07,136279908811,2026-03-28,,
175,,61.0,female,普通,2023-11-30,167916247314,2026-03-02,直接访问,
176,,18.0,male,普通,2024-02-13,171944869594,2026-03-11,广告,
177,深圳,53.0,female,普通,2024-11-16,177372138658,2026-02-21,自然搜索,
178,南昌,27.0,female,普通,2024-03-09,171849027703,2026-02-05,,
179,,51.0,male,普通,2025-01-08,152669380118,2026-02-11,,备注45
180,深圳,30.0,female,普通,2025-01-22,137848947697,2026-02-16,分享链接,备注59
181,南昌,34.0,male,普通,2023-10-26,146341651827,2026-03-23,,
182,南昌,30.0,male,普通,2023-07-13,137179080759,2026-02-07,,备注63
183,深圳,54.0,female,普通,2023-05-05,137875003691,2026-02-25,分享链接,
184,深圳,57.0,male,普通,2024-02-21,138931438663,2026-02-17,广告,
185,,26.0,female,普通,2024-02-24,143471754558,2026-02-13,分享链接,
186,深圳,56.0,male,普通,2024-01-05,148722569961,2026-03-15,广告,
187,深圳,43.0,female,铂金,2024-01-01,131234132611,2026-02-08,直接访问,
188,,23.0,male,铂金,2024-06-20,163200557784,2026-03-28,,
189,深圳,58.0,female,普通,2024-02-09,130825478077,2026-02-15,直接访问,
190,南昌,30.0,female,普通,2024-03-15,170389448463,2026-03-25,广告,
191,深圳,57.0,female,VIP,,138703120735,2026-02-14,直接访问,备注60
192,南昌,27.0,female,普通,2024-03-12,179367303718,2026-03-23,直接访问,
193,深圳,64.0,male,黄金,2023-05-25,170650249163,,自然搜索,
194,南昌,23.0,female,黄金,2023-07-06,139812735857,2026-04-04,直接访问,
195,南昌,46.0,female,普通,2024-06-29,185821827448,2026-04-05,,
196,南昌,41.0,male,普通,2024-09-24,165294565118,2026-04-03,广告,
197,,30.0,female,普通,2024-03-27,130371705865,2026-04-02,,
198,,,male,普通,2024-09-24,166288619576,2026-03-26,广告,
199,南昌,56.0,female,普通,2024-02-09,176593983684,2026-03-08,直接访问,备注1
200,深圳,51.0,female,SVIP,2023-05-01,162899210752,2026-03-13,,
201,深圳,43.0,male,黄金,2023-05-01,136940961055,2026-03-09,直接访问,备注16
202,南昌,56.0,female,,2023-09-06,144206799813,2026-02-14,直接访问,
203,深圳,21.0,female,普通,2024-11-19,155938983314,2026-03-16,,
204,深圳,30.0,male,普通,2024-01-10,189335211039,2026-02-09,分享链接,
205,南昌,48.0,,普通,2024-07-16,139069804204,2026-02-20,,
206,南昌,,female,普通,2024-08-13,175157981238,2026-03-01,自然搜索,
207,深圳,43.0,male,普通,2023-11-10,146608432562,2026-03-12,,备注79
208,南昌,54.0,female,普通,2024-11-16,142248262925,2026-03-02,自然搜索,
209,南昌,38.0,female,普通,2023-06-24,179312209949,2026-03-22,,
210,深圳,,male,黄金,2024-03-06,142306046333,2026-02-05,直接访问,备注63
211,深圳,45.0,male,黄金,2023-08-30,186081770388,2026-02-17,自然搜索,
212,南昌,46.0,female,普通,2025-02-10,159718129826,2026-03-08,自然搜索,
213,南昌,23.0,male,普通,2024-03-31,176892686025,2026-02-22,广告,
214,南昌,37.0,female,普通,2025-04-03,159778097339,2026-03-07,直接访问,
215,南昌,53.0,male,,2025-02-28,138001380000,2026-03-31,自然搜索,
216,南昌,57.0,male,黄金,2024-06-04,182168147214,2026-03-10,,
217,南昌,64.0,male,黄金,2024-06-16,146899529978,2026-03-05,直接访问,备注79
218,深圳,18.0,female,普通,2024-02-07,165303441448,2026-02-15,自然搜索,
219,深圳,57.0,male,黄金,2023-12-08,160278576084,2026-02-21,分享链接,
220,,39.0,female,,2024-04-24,183299629145,2026-03-19,直接访问,
221,深圳,37.0,female,普通,2025-02-30,131782357845,2026-02-09,自然搜索,备注67
222,南昌,20.0,male,VIP,2025-01-07,136840943533,2026-03-02,分享链接,
223,深圳,35.0,male,普通,2023-04-16,140149587020,2026-02-21,自然搜索,
224,深圳,63.0,female,普通,2023-05-21,189792171747,2026-03-22,广告,备注79
225,深圳,62.0,female,黄金,2023-12-07,184245992816,2026-02-14,自然搜索,
226,深圳,43.0,male,普通,2024-04-23,157695832197,2026-02-26,直接访问,
227,深圳,43.0,male,普通,2023-06-16,182290227846,2026-03-08,广告,
228,深圳,61.0,female,铂金,2023-07-20,138405800851,2026-02-09,自然搜索,
229,深圳,63.0,female,普通,2023-09-16,183624220102,2026-03-05,直接访问,备注18
230,深圳,62.0,female,普通,2024-03-09,168097384689,2026-04-03,,
231,深圳,23.0,female,普通,2023-12-10,172189490580,2026-03-04,直接访问,
232,深圳,36.0,male,普通,2024-07-14,140904904712,2026-02-10,分享链接,
233,深圳,18.0,male,黄金,2024-10-09,161280512927,2026-03-10,直接访问,
234,南昌,64.0,male,黄金,2024-02-23,178836674286,,直接访问,
235,南昌,52.0,female,黄金,2024-12-27,159393852580,2026-02-11,自然搜索,
236,南昌,40.0,female,普通,2023-08-07,168111926921,2026-03-20,分享链接,
237,深圳,35.0,female,黄金,2024-03-05,182427173962,2026-03-30,广告,
238,南昌,63.0,male,普通,2023-11-14,189064256908,2026-02-15,直接访问,
239,南昌,18.0,female,普通,2024-05-31,171158517432,2026-03-12,广告,
240,南昌,40.0,female,普通,2023-08-08,180847870050,2026-02-18,自然搜索,
241,深圳,52.0,male,普通,2023-12-11,145202041792,2026-04-01,自然搜索,
242,南昌,,female,铂金,2023-05-07,183309251142,2026-03-26,分享链接,
243,南昌,58.0,male,,,167467232487,2026-03-25,,
244,深圳,23.0,female,普通,2023-10-12,185883734031,2026-02-21,直接访问,
245,南昌,,male,普通,2025-02-21,164220781137,2026-03-16,直接访问,
246,深圳,25.0,male,普通,2025-01-21,186623972652,2026-03-24,分享链接,备注26
247,南昌,21.0,male,普通,2024-06-08,170929831687,2026-03-23,,
248,南昌,65.0,male,普通,2024-11-05,156007806867,2026-02-20,自然搜索,
249,南昌,44.0,male,普通,,159990772625,2026-02-19,自然搜索,备注10
250,深圳,36.0,female,黄金,2023-05-06,177085016579,,分享链接,
251,南昌,31.0,female,普通,2023-08-21,178355486401,2026-03-08,直接访问,
252,深圳,61.0,female,普通,2025-01-29,135162411241,2026-03-05,广告,备注67
253,南昌,61.0,male,普通,,abcdefg,2026-03-03,分享链接,
254,深圳,60.0,female,普通,2024-07-14,148025472928,2026-03-25,广告,
255,深圳,46.0,male,黄金,2024-11-06,140841067275,2026-02-17,,备注43
256,深圳,36.0,male,黄金,2024-12-12,138814069375,2026-04-02,,
257,南昌,35.0,male,普通,2023-10-30,168980562656,2026-03-18,分享链接,
258,南昌,46.0,female,普通,2024-01-28,183991234785,2026-02-27,直接访问,
259,深圳,53.0,male,黄金,2024-06-01,165730024471,2026-02-07,分享链接,
260,南昌,150.0,male,普通,2024-07-16,174158904290,2026-03-07,广告,
261,深圳,40.0,female,铂金,2024-10-01,140855445189,2026-03-27,自然搜索,
262,深圳,28.0,male,黄金,2023-05-01,164816711207,2026-02-20,分享链接,
263,深圳,37.0,,普通,2024-08-17,135611076031,,,
264,深圳,,male,黄金,2024-09-14,135249552893,2026-04-01,自然搜索,备注98
265,,30.0,male,普通,2024-08-30,160592712566,2026-03-22,直接访问,
266,南昌,51.0,female,普通,2024-12-09,177473864631,2026-02-13,直接访问,备注48
267,深圳,43.0,male,普通,2024-10-16,151396136749,2026-02-16,直接访问,
268,深圳,50.0,female,普通,2024-11-20,,2026-02-11,自然搜索,
269,,56.0,male,黄金,2023-10-22,142477848588,,自然搜索,备注16
270,深圳,46.0,male,黄金,2024-10-20,175671978897,2026-02-10,广告,
271,深圳,42.0,female,普通,2024-11-26,177905616556,2026-02-22,广告,
272,南昌,22.0,male,普通,2024-01-30,147079056965,2026-02-13,直接访问,
273,深圳,60.0,female,普通,2025-01-19,148404963919,2026-03-15,分享链接,
274,深圳,40.0,female,普通,2024-02-07,159820829737,2026-02-24,,备注99
275,南昌,41.0,male,黄金,2024-05-15,170364424936,2026-03-27,广告,
276,深圳,53.0,female,普通,2024-07-16,165207001594,2026-02-07,直接访问,备注86
277,南昌,64.0,male,黄金,2023-08-21,146713915596,2026-02-17,广告,备注28
278,南昌,35.0,female,普通,2024-12-12,173342575409,,自然搜索,
279,南昌,42.0,female,黄金,2024-01-09,155441343275,2026-02-15,直接访问,
280,南昌,49.0,female,普通,2024-12-25,162156985700,2026-03-25,直接访问,
281,深圳,37.0,male,普通,2023-06-12,173657724295,2026-03-24,自然搜索,
282,深圳,54.0,male,黄金,2023-12-20,140069694215,2026-02-28,自然搜索,
283,深圳,49.0,male,黄金,2023-11-17,143934362620,2026-03-20,广告,
284,深圳,59.0,male,黄金,2024-09-01,177941180053,2026-03-14,,备注77
285,南昌,200.0,female,普通,2024-10-05,189572158624,2026-04-03,广告,
286,深圳,45.0,female,黄金,2024-10-20,178287032032,,分享链接,
287,南昌,49.0,female,普通,2024-11-06,185422849939,2026-04-05,,
288,南昌,49.0,female,VIP,2024-12-19,135777490509,2026-03-16,,
289,深圳,21.0,female,普通,2024-02-23,140664214764,2026-02-26,广告,
290,深圳,49.0,female,普通,2024-03-25,157108573278,2026-03-03,自然搜索,
291,深圳,26.0,female,普通,2025-01-18,162661794549,2026-03-04,自然搜索,
292,南昌,43.0,female,普通,2023-05-21,151232194168,,直接访问,
293,深圳,43.0,female,黄金,2023-05-01,135220310303,2026-03-27,广告,
294,南昌,47.0,female,SVIP,2024-01-07,185793349605,,直接访问,备注64
295,深圳,,female,普通,2026.13.01,171671795760,2026-02-18,广告,
296,南昌,61.0,female,普通,2023-05-18,160293417223,2026-03-05,自然搜索,
297,深圳,31.0,male,普通,2023-11-08,,2026-03-09,自然搜索,
298,南昌,39.0,male,普通,2023-10-27,133771199180,2026-03-26,自然搜索,备注47
299,深圳,50.0,male,普通,2024-09-12,179037548214,2026-02-16,直接访问,
300,南昌,51.0,male,普通,2023-10-26,131720811556,2026-03-26,直接访问,
301,南昌,21.0,female,黄金,2024-05-20,138001380000,2026-02-25,广告,
302,南昌,57.0,female,黄金,2024-09-16,164562884318,2026-03-03,分享链接,
303,南昌,52.0,male,普通,2025-02-04,162510174907,2026-03-21,,
304,南昌,36.0,male,普通,2023-08-19,159126611062,2026-03-08,自然搜索,
305,深圳,55.0,female,黄金,2024-02-05,138772881377,,广告,备注48
306,南昌,44.0,female,普通,2024-03-19,180229604432,2026-03-05,自然搜索,
307,南昌,54.0,female,黄金,2023-07-26,170777251996,2026-02-07,直接访问,
308,,46.0,male,黄金,2023-04-13,171813989098,2026-03-06,,备注16
309,南昌,35.0,male,黄金,2023-10-08,132705626085,2026-03-31,自然搜索,备注70
310,南昌,23.0,female,普通,2023-04-07,,2026-03-16,广告,
311,深圳,25.0,male,普通,2024-03-08,150786170630,2026-02-27,自然搜索,
312,南昌,44.0,male,普通,2024-07-29,188870079420,2026-02-06,直接访问,
313,深圳,58.0,female,,2024-06-03,183284639855,2026-02-16,直接访问,
314,深圳,47.0,female,SVIP,,173268768118,,直接访问,
315,深圳,40.0,male,普通,,173531943375,,直接访问,备注91
316,南昌,58.0,female,普通,2023-09-05,141192124938,2026-03-19,广告,备注3
317,深圳,47.0,,黄金,2024-05-11,147187758030,2026-03-10,,
318,,23.0,male,普通,2024-07-25,134107609543,2026-03-21,分享链接,备注43
319,南昌,56.0,male,普通,2025-03-03,174120704961,2026-04-02,,
320,深圳,44.0,male,普通,2024-12-24,180078593110,2026-04-01,,
321,南昌,34.0,female,普通,2025-02-04,162549822749,2026-03-13,自然搜索,
322,南昌,,male,普通,2025-01-26,174795995946,2026-03-30,直接访问,备注6
323,南昌,62.0,male,黄金,2024-03-18,130501508124,2026-02-24,,备注47
324,,0.0,male,黄金,2024-10-06,146102615347,2026-02-13,分享链接,
325,深圳,22.0,male,普通,2023-08-02,188099384253,2026-02-14,分享链接,备注66
326,深圳,23.0,male,普通,2024-03-19,150587774969,2026-03-23,广告,备注58
327,深圳,45.0,male,普通,2025-01-10,144907895677,2026-03-13,直接访问,
328,南昌,34.0,female,普通,2025-01-16,136115083535,2026-02-17,分享链接,
329,南昌,63.0,female,金卡,2024-02-18,178078263337,2026-02-27,,
330,深圳,23.0,male,铂金,2023-09-13,,2026-02-09,广告,
331,深圳,40.0,female,黄金,2024-06-04,123456,2026-03-27,分享链接,
332,深圳,31.0,male,普通,2023-12-31,140182097023,2026-03-12,分享链接,
333,南昌,41.0,male,铂金,2024-11-25,134632346729,2026-03-17,,
334,深圳,18.0,female,,2023-10-16,161779014754,2026-02-12,广告,
335,深圳,60.0,male,铂金,2024-06-30,172137681511,2026-02-15,分享链接,
336,南昌,47.0,,黄金,2024-02-23,130412577711,2026-03-21,直接访问,
337,南昌,19.0,male,普通,2025-03-26,152230837081,2026-03-17,直接访问,
338,,30.0,female,普通,2024/13/01,142131220681,2026-03-16,,
339,深圳,25.0,male,普通,2024-03-04,172495013649,2026-03-30,,
340,南昌,24.0,female,铂金,2023-06-26,184715099768,2026-03-22,,
341,南昌,-5.0,female,黄金,2024-06-07,171039752450,2026-03-10,分享链接,
342,深圳,31.0,male,黄金,2023-10-21,130171302321,2026-03-01,广告,
343,深圳,64.0,female,普通,2023-06-26,160156627768,2026-03-09,广告,备注62
344,,23.0,female,普通,2023-12-19,165971527323,,,
345,深圳,43.0,female,普通,2025-02-26,189923645875,2026-02-23,直接访问,备注95
346,深圳,,male,黄金,2023-05-10,167201166918,2026-02-08,直接访问,
347,深圳,52.0,female,黄金,2025-01-05,181524364027,,自然搜索,
348,深圳,64.0,male,黄金,2024-12-15,141302346791,2026-03-26,自然搜索,
349,深圳,,,普通,,172901380698,2026-02-16,分享链接,备注61
350,深圳,61.0,female,铂金,2025-02-07,181107620918,2026-02-20,广告,
351,深圳,60.0,female,金卡,2024-05-08,161691567164,2026-02-19,广告,备注74
352,南昌,23.0,female,普通,2024-08-03,172116025643,2026-02-22,直接访问,备注86
353,南昌,58.0,male,普通,2023-07-31,188686334141,2026-03-15,,备注96
354,深圳,38.0,male,普通,2024-01-29,173289931608,2026-03-16,广告,备注38
355,深圳,27.0,male,黄金,2024-05-14,137497374605,2026-02-19,广告,备注29
356,南昌,29.0,female,黄金,2025-03-15,173756618443,2026-03-01,直接访问,
357,南昌,63.0,male,普通,2024-09-04,177059126620,2026-03-06,广告,备注16
